game_id,season,week,team,opponent,venue,pregame_team_rating,pregame_opponent_rating,expected_margin,actual_margin,game_result,source_provenance,observed_at,recorded_at,model_version,configuration_version,split
G25-0117,2025,3,Colorado,Kansas,HOME,15.357964,6.228578,12.629386,-8.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0117,2025,3,Kansas,Colorado,AWAY,6.228578,15.357964,-12.629386,8.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0118,2025,3,Cornell,Penn,HOME,-18.128949,-13.743294,-0.885655,1.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0118,2025,3,Penn,Cornell,AWAY,-13.743294,-18.128949,0.885655,-1.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0120,2025,3,Florida,Oklahoma State,HOME,7.668583,-2.613472,13.782055,7.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0120,2025,3,Oklahoma State,Florida,AWAY,-2.613472,7.668583,-13.782055,-7.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0121,2025,3,Florida International,Louisiana Tech,HOME,-10.21532,-11.19357,4.47825,5.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0121,2025,3,Louisiana Tech,Florida International,AWAY,-11.19357,-10.21532,-4.47825,-5.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0122,2025,3,Georgia Southern,Buffalo,HOME,-5.189351,-8.640324,6.950973,-7.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0122,2025,3,Buffalo,Georgia Southern,AWAY,-8.640324,-5.189351,-6.950973,7.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0123,2025,3,Georgia Tech,Louisville,HOME,4.806181,9.261372,-0.955191,3.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0123,2025,3,Louisville,Georgia Tech,AWAY,9.261372,4.806181,0.955191,-3.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0124,2025,3,Harvard,Colgate,HOME,-17.026388,-19.28251,5.756122,-1.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0124,2025,3,Colgate,Harvard,AWAY,-19.28251,-17.026388,-5.756122,1.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0125,2025,3,Hawaii,South Florida,HOME,-6.833544,-6.421838,3.088293,-6.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0125,2025,3,South Florida,Hawaii,AWAY,-6.421838,-6.833544,-3.088293,6.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0126,2025,3,Holy Cross,UTSA,HOME,-25.062434,-7.53028,-14.032155,12.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0126,2025,3,UTSA,Holy Cross,AWAY,-7.53028,-25.062434,14.032155,-12.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0127,2025,3,Illinois,Michigan State,HOME,7.767812,-7.632466,18.900278,60.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0127,2025,3,Michigan State,Illinois,AWAY,-7.632466,7.767812,-18.900278,-60.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0128,2025,3,Indiana,Oregon,HOME,17.299583,20.370827,0.428756,1.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0128,2025,3,Oregon,Indiana,AWAY,20.370827,17.299583,-0.428756,-1.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0129,2025,3,Iowa,Michigan,HOME,12.19012,7.439212,8.250908,19.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0129,2025,3,Michigan,Iowa,AWAY,7.439212,12.19012,-8.250908,-19.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0130,2025,3,Kentucky,Tennessee,HOME,-1.328579,13.257676,-11.086255,-18.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0130,2025,3,Tennessee,Kentucky,AWAY,13.257676,-1.328579,11.086255,18.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0131,2025,3,Marshall,Oregon State,HOME,3.503234,-8.05818,15.061414,11.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0131,2025,3,Oregon State,Marshall,AWAY,-8.05818,3.503234,-15.061414,-11.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0132,2025,3,Maryland,SMU,HOME,-4.367091,15.013061,-15.880151,-9.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0132,2025,3,SMU,Maryland,AWAY,15.013061,-4.367091,15.880151,9.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0133,2025,3,Memphis,Florida Atlantic,HOME,6.475988,-7.724474,17.700462,19.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0133,2025,3,Florida Atlantic,Memphis,AWAY,-7.724474,6.475988,-17.700462,-19.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0134,2025,3,Miami,Georgia,HOME,16.299165,17.526636,2.272529,21.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0134,2025,3,Georgia,Miami,AWAY,17.526636,16.299165,-2.272529,-21.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0135,2025,3,Mississippi State,Alabama,HOME,-4.242277,13.79869,-14.540967,-48.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0135,2025,3,Alabama,Mississippi State,AWAY,13.79869,-4.242277,14.540967,48.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0136,2025,3,Missouri,South Carolina,HOME,4.048558,7.325253,0.223305,15.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0136,2025,3,South Carolina,Missouri,AWAY,7.325253,4.048558,-0.223305,-15.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0137,2025,3,Nebraska,Lehigh,HOME,1.667379,-18.560485,23.727864,-9.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0137,2025,3,Lehigh,Nebraska,AWAY,-18.560485,1.667379,-23.727864,9.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0138,2025,3,New Mexico,NC State,HOME,-9.809133,-7.244444,0.935311,-3.0,L,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
G25-0138,2025,3,NC State,New Mexico,AWAY,-7.244444,-9.809133,-0.935311,3.0,W,GOVERNED_SYNTHETIC_CONTROL: 2025 Synthetic Season LOCKED v3.xlsx sha256=77bb6ecf48e805b62b8af238bbf7b3534330df0405b8a170e48bb5c234d532ba via Power_Crunch_Research_Lab_Phase5D_WalkForward_Package.zip; corpus self-declares SCHEDULE SYNTHETIC / SCORES SIMULATED; authorised for MVP_CONTROL_CALIBRATION_ONLY by R-V3-MVP-CONTROL-CORPUS-01,2025-09-13,2026-08-22,3.0.0-internal-shadow-mvp,V3-INTERNAL-SHADOW-MVP-2026-08-22-R1-001,training
